12, 21.5, 0
21.5, 31.0, 0
31.0, 40.5, 0
47.5, 57.0, 1
57.0, 66.5, 1
66.5, 76.0, 1
83.0, 92.5, 1
92.5, 102.0, 1
102.0, 111.5, 1
118.5, 128.0, 1
128.0, 137.5, 1
137.5, 147.0, 1
154.0, 163.5, 2
163.5, 173.0, 2
173.0, 182.5, 2
189.5, 199.0, 2
199.0, 208.5, 2
208.5, 218.0, 2
225.0, 234.5, 3
234.5, 244.0, 3
244.0, 253.5, 3
260.5, 270.0, 2
270.0, 279.5, 2
279.5, 289.0, 2
296.0, 305.5, 3
305.5, 315.0, 3
315.0, 324.5, 3
331.5, 341.0, 1
341.0, 350.5, 1
350.5, 360.0, 1
367.0, 376.5, 3
376.5, 386.0, 3
386.0, 395.5, 3
402.5, 412.0, 3
412.0, 421.5, 3
421.5, 431.0, 3
438.0, 447.5, 0
447.5, 457.0, 0
457.0, 466.5, 0
473.5, 483.0, 2
483.0, 492.5, 2
492.5, 502.0, 2
509.0, 518.5, 0
518.5, 528.0, 0
528.0, 537.5, 0
544.5, 554.0, 0
554.0, 563.5, 0
563.5, 573.0, 0
