12, 21.5, 2
21.5, 31.0, 2
31.0, 40.5, 2
47.5, 57.0, 3
57.0, 66.5, 3
66.5, 76.0, 3
83.0, 92.5, 3
92.5, 102.0, 3
102.0, 111.5, 3
118.5, 128.0, 0
128.0, 137.5, 0
137.5, 147.0, 0
154.0, 163.5, 0
163.5, 173.0, 0
173.0, 182.5, 0
189.5, 199.0, 2
199.0, 208.5, 2
208.5, 218.0, 2
225.0, 234.5, 2
234.5, 244.0, 2
244.0, 253.5, 2
260.5, 270.0, 3
270.0, 279.5, 3
279.5, 289.0, 3
296.0, 305.5, 3
305.5, 315.0, 3
315.0, 324.5, 3
331.5, 341.0, 0
341.0, 350.5, 0
350.5, 360.0, 0
367.0, 376.5, 1
376.5, 386.0, 1
386.0, 395.5, 1
402.5, 412.0, 2
412.0, 421.5, 2
421.5, 431.0, 2
438.0, 447.5, 1
447.5, 457.0, 1
457.0, 466.5, 1
473.5, 483.0, 0
483.0, 492.5, 0
492.5, 502.0, 0
509.0, 518.5, 1
518.5, 528.0, 1
528.0, 537.5, 1
544.5, 554.0, 0
554.0, 563.5, 0
563.5, 573.0, 0
580.0, 589.5, 2
589.5, 599.0, 2
599.0, 608.5, 2
615.5, 625.0, 1
625.0, 634.5, 1
634.5, 644.0, 1
651.0, 660.5, 0
660.5, 670.0, 0
670.0, 679.5, 0
686.5, 696.0, 1
696.0, 705.5, 1
705.5, 715.0, 1
722.0, 731.5, 1
731.5, 741.0, 1
741.0, 750.5, 1
757.5, 767.0, 3
767.0, 776.5, 3
776.5, 786.0, 3
793.0, 802.5, 2
802.5, 812.0, 2
812.0, 821.5, 2
828.5, 838.0, 3
838.0, 847.5, 3
847.5, 857.0, 3
