25, 34.0, 1
34.0, 43.0, 1
43.0, 52.0, 1
72.0, 81.0, 5
81.0, 90.0, 5
90.0, 99.0, 5
119.0, 128.0, 3
128.0, 137.0, 3
137.0, 146.0, 3
166.0, 175.0, 2
175.0, 184.0, 2
184.0, 193.0, 2
213.0, 222.0, 4
222.0, 231.0, 4
231.0, 240.0, 4
260.0, 269.0, 5
269.0, 278.0, 5
278.0, 287.0, 5
307.0, 316.0, 4
316.0, 325.0, 4
325.0, 334.0, 4
354.0, 363.0, 0
363.0, 372.0, 0
372.0, 381.0, 0
401.0, 410.0, 2
410.0, 419.0, 2
419.0, 428.0, 2
448.0, 457.0, 5
457.0, 466.0, 5
466.0, 475.0, 5
495.0, 504.0, 4
504.0, 513.0, 4
513.0, 522.0, 4
542.0, 551.0, 3
551.0, 560.0, 3
560.0, 569.0, 3
589.0, 598.0, 0
598.0, 607.0, 0
607.0, 616.0, 0
636.0, 645.0, 2
645.0, 654.0, 2
654.0, 663.0, 2
683.0, 692.0, 1
692.0, 701.0, 1
701.0, 710.0, 1
