12, 21.5, 1
21.5, 31.0, 1
31.0, 40.5, 1
47.5, 57.0, 3
57.0, 66.5, 3
66.5, 76.0, 3
83.0, 92.5, 0
92.5, 102.0, 0
102.0, 111.5, 0
118.5, 128.0, 1
128.0, 137.5, 1
137.5, 147.0, 1
154.0, 163.5, 1
163.5, 173.0, 1
173.0, 182.5, 1
189.5, 199.0, 0
199.0, 208.5, 0
208.5, 218.0, 0
225.0, 234.5, 2
234.5, 244.0, 2
244.0, 253.5, 2
260.5, 270.0, 3
270.0, 279.5, 3
279.5, 289.0, 3
296.0, 305.5, 2
305.5, 315.0, 2
315.0, 324.5, 2
331.5, 341.0, 3
341.0, 350.5, 3
350.5, 360.0, 3
367.0, 376.5, 0
376.5, 386.0, 0
386.0, 395.5, 0
402.5, 412.0, 2
412.0, 421.5, 2
421.5, 431.0, 2
