47.5, 57.0, 0
57.0, 66.5, 0
66.5, 76.0, 0
83.0, 92.5, 1
92.5, 102.0, 1
102.0, 111.5, 1
118.5, 128.0, 1
128.0, 137.5, 1
137.5, 147.0, 1
154.0, 163.5, 1
163.5, 173.0, 1
173.0, 182.5, 1
189.5, 199.0, 1
199.0, 208.5, 1
208.5, 218.0, 1
225.0, 234.5, 3
234.5, 244.0, 3
244.0, 253.5, 3
260.5, 270.0, 2
270.0, 279.5, 2
279.5, 289.0, 2
296.0, 305.5, 1
305.5, 315.0, 1
315.0, 324.5, 1
331.5, 341.0, 0
341.0, 350.5, 0
350.5, 360.0, 0
367.0, 376.5, 3
376.5, 386.0, 3
386.0, 395.5, 3
402.5, 412.0, 0
412.0, 421.5, 0
421.5, 431.0, 0
438.0, 447.5, 0
447.5, 457.0, 0
457.0, 466.5, 0
473.5, 483.0, 3
483.0, 492.5, 3
492.5, 502.0, 3
509.0, 518.5, 0
518.5, 528.0, 0
528.0, 537.5, 0
544.5, 554.0, 1
554.0, 563.5, 1
563.5, 573.0, 1
580.0, 589.5, 3
589.5, 599.0, 3
599.0, 608.5, 3
615.5, 625.0, 3
625.0, 634.5, 3
634.5, 644.0, 3
651.0, 660.5, 2
660.5, 670.0, 2
670.0, 679.5, 2
686.5, 696.0, 2
696.0, 705.5, 2
705.5, 715.0, 2
722.0, 731.5, 2
731.5, 741.0, 2
741.0, 750.5, 2
757.5, 767.0, 3
767.0, 776.5, 3
776.5, 786.0, 3
793.0, 802.5, 2
802.5, 812.0, 2
812.0, 821.5, 2
828.5, 838.0, 0
838.0, 847.5, 0
847.5, 857.0, 0
