63.5, 73.0, 0
73.0, 82.5, 0
82.5, 92.0, 0
92.0, 101.5, 0
101.5, 111.0, 0
111.0, 120.5, 0
159.0, 168.5, 0
168.5, 178.0, 0
178.0, 187.5, 0
187.5, 197.0, 0
197.0, 206.5, 0
206.5, 216.0, 0
279.5, 289.0, 1
289.0, 298.5, 1
298.5, 308.0, 1
308.0, 317.5, 1
317.5, 327.0, 1
327.0, 336.5, 1
375.0, 384.5, 1
384.5, 394.0, 1
394.0, 403.5, 1
403.5, 413.0, 1
413.0, 422.5, 1
422.5, 432.0, 1
495.5, 505.0, 2
505.0, 514.5, 2
514.5, 524.0, 2
524.0, 533.5, 2
533.5, 543.0, 2
543.0, 552.5, 2
591.0, 600.5, 2
600.5, 610.0, 2
610.0, 619.5, 2
619.5, 629.0, 2
629.0, 638.5, 2
638.5, 648.0, 2
711.5, 721.0, 3
721.0, 730.5, 3
730.5, 740.0, 3
740.0, 749.5, 3
749.5, 759.0, 3
759.0, 768.5, 3
807.0, 816.5, 3
816.5, 826.0, 3
826.0, 835.5, 3
835.5, 845.0, 3
845.0, 854.5, 3
854.5, 864.0, 3
