12, 21.5, 2
21.5, 31.0, 2
38.0, 47.5, 3
47.5, 57.0, 3
64.0, 73.5, 1
73.5, 83.0, 1
90.0, 99.5, 3
99.5, 109.0, 3
116.0, 125.5, 2
125.5, 135.0, 2
142.0, 151.5, 3
151.5, 161.0, 3
168.0, 177.5, 1
177.5, 187.0, 1
194.0, 203.5, 3
203.5, 213.0, 3
220.0, 229.5, 1
229.5, 239.0, 1
246.0, 255.5, 0
255.5, 265.0, 0
272.0, 281.5, 1
281.5, 291.0, 1
298.0, 307.5, 0
307.5, 317.0, 0
324.0, 333.5, 0
333.5, 343.0, 0
350.0, 359.5, 1
359.5, 369.0, 1
376.0, 385.5, 2
385.5, 395.0, 2
402.0, 411.5, 0
411.5, 421.0, 0
428.0, 437.5, 3
437.5, 447.0, 3
454.0, 463.5, 3
463.5, 473.0, 3
480.0, 489.5, 0
489.5, 499.0, 0
506.0, 515.5, 0
515.5, 525.0, 0
532.0, 541.5, 2
541.5, 551.0, 2
558.0, 567.5, 2
567.5, 577.0, 2
584.0, 593.5, 2
593.5, 603.0, 2
610.0, 619.5, 1
619.5, 629.0, 1
