12, 21.5, 3
21.5, 31.0, 3
38.0, 47.5, 1
47.5, 57.0, 1
64.0, 73.5, 3
73.5, 83.0, 3
90.0, 99.5, 1
99.5, 109.0, 1
116.0, 125.5, 3
125.5, 135.0, 3
142.0, 151.5, 2
151.5, 161.0, 2
168.0, 177.5, 0
177.5, 187.0, 0
194.0, 203.5, 0
203.5, 213.0, 0
220.0, 229.5, 3
229.5, 239.0, 3
246.0, 255.5, 1
255.5, 265.0, 1
272.0, 281.5, 0
281.5, 291.0, 0
298.0, 307.5, 2
307.5, 317.0, 2
324.0, 333.5, 0
333.5, 343.0, 0
350.0, 359.5, 0
359.5, 369.0, 0
376.0, 385.5, 2
385.5, 395.0, 2
402.0, 411.5, 2
411.5, 421.0, 2
428.0, 437.5, 1
437.5, 447.0, 1
454.0, 463.5, 3
463.5, 473.0, 3
480.0, 489.5, 0
489.5, 499.0, 0
506.0, 515.5, 1
515.5, 525.0, 1
532.0, 541.5, 3
541.5, 551.0, 3
558.0, 567.5, 2
567.5, 577.0, 2
584.0, 593.5, 2
593.5, 603.0, 2
610.0, 619.5, 1
619.5, 629.0, 1
