25, 34.5, 1
34.5, 44.0, 1
44.0, 53.5, 1
73.5, 83.0, 3
83.0, 92.5, 3
92.5, 102.0, 3
122.0, 131.5, 1
131.5, 141.0, 1
141.0, 150.5, 1
170.5, 180.0, 0
180.0, 189.5, 0
189.5, 199.0, 0
219.0, 228.5, 2
228.5, 238.0, 2
238.0, 247.5, 2
267.5, 277.0, 3
277.0, 286.5, 3
286.5, 296.0, 3
316.0, 325.5, 2
325.5, 335.0, 2
335.0, 344.5, 2
364.5, 374.0, 0
374.0, 383.5, 0
383.5, 393.0, 0
413.0, 422.5, 0
422.5, 432.0, 0
432.0, 441.5, 0
461.5, 471.0, 3
471.0, 480.5, 3
480.5, 490.0, 3
510.0, 519.5, 2
519.5, 529.0, 2
529.0, 538.5, 2
558.5, 568.0, 1
568.0, 577.5, 1
577.5, 587.0, 1
607.0, 616.5, 2
616.5, 626.0, 2
626.0, 635.5, 2
655.5, 665.0, 0
665.0, 674.5, 0
674.5, 684.0, 0
704.0, 713.5, 3
713.5, 723.0, 3
723.0, 732.5, 3
