15, 24.5, 0
34.5, 44.0, 1
54.0, 63.5, 3
73.5, 83.0, 2
93.0, 102.5, 1
112.5, 122.0, 2
132.0, 141.5, 2
151.5, 161.0, 1
171.0, 180.5, 0
190.5, 200.0, 0
210.0, 219.5, 0
229.5, 239.0, 1
249.0, 258.5, 1
268.5, 278.0, 3
288.0, 297.5, 2
307.5, 317.0, 3
327.0, 336.5, 1
346.5, 356.0, 2
366.0, 375.5, 2
385.5, 395.0, 3
405.0, 414.5, 3
424.5, 434.0, 3
444.0, 453.5, 0
463.5, 473.0, 2
483.0, 492.5, 1
502.5, 512.0, 2
522.0, 531.5, 0
541.5, 551.0, 3
561.0, 570.5, 1
580.5, 590.0, 0
600.0, 609.5, 0
619.5, 629.0, 3
