12, 21.5, 3
21.5, 31.0, 3
31.0, 40.5, 3
47.5, 57.0, 3
57.0, 66.5, 3
66.5, 76.0, 3
83.0, 92.5, 1
92.5, 102.0, 1
102.0, 111.5, 1
118.5, 128.0, 0
128.0, 137.5, 0
137.5, 147.0, 0
154.0, 163.5, 0
163.5, 173.0, 0
173.0, 182.5, 0
189.5, 199.0, 1
199.0, 208.5, 1
208.5, 218.0, 1
225.0, 234.5, 3
234.5, 244.0, 3
244.0, 253.5, 3
260.5, 270.0, 1
270.0, 279.5, 1
279.5, 289.0, 1
296.0, 305.5, 1
305.5, 315.0, 1
315.0, 324.5, 1
331.5, 341.0, 0
341.0, 350.5, 0
350.5, 360.0, 0
367.0, 376.5, 1
376.5, 386.0, 1
386.0, 395.5, 1
402.5, 412.0, 2
412.0, 421.5, 2
421.5, 431.0, 2
438.0, 447.5, 3
447.5, 457.0, 3
457.0, 466.5, 3
473.5, 483.0, 0
483.0, 492.5, 0
492.5, 502.0, 0
509.0, 518.5, 0
518.5, 528.0, 0
528.0, 537.5, 0
544.5, 554.0, 2
554.0, 563.5, 2
563.5, 573.0, 2
580.0, 589.5, 0
589.5, 599.0, 0
599.0, 608.5, 0
615.5, 625.0, 3
625.0, 634.5, 3
634.5, 644.0, 3
651.0, 660.5, 2
660.5, 670.0, 2
670.0, 679.5, 2
686.5, 696.0, 1
696.0, 705.5, 1
705.5, 715.0, 1
722.0, 731.5, 2
731.5, 741.0, 2
741.0, 750.5, 2
757.5, 767.0, 3
767.0, 776.5, 3
776.5, 786.0, 3
793.0, 802.5, 3
802.5, 812.0, 3
812.0, 821.5, 3
828.5, 838.0, 1
838.0, 847.5, 1
847.5, 857.0, 1
864.0, 873.5, 3
873.5, 883.0, 3
883.0, 892.5, 3
899.5, 909.0, 2
909.0, 918.5, 2
918.5, 928.0, 2
935.0, 944.5, 2
944.5, 954.0, 2
954.0, 963.5, 2
970.5, 980.0, 1
980.0, 989.5, 1
989.5, 999.0, 1
1006.0, 1015.5, 2
1015.5, 1025.0, 2
1025.0, 1034.5, 2
1041.5, 1051.0, 0
1051.0, 1060.5, 0
1060.5, 1070.0, 0
1077.0, 1086.5, 2
1086.5, 1096.0, 2
1096.0, 1105.5, 2
1112.5, 1122.0, 0
1122.0, 1131.5, 0
1131.5, 1141.0, 0
