12, 21.5, 2
21.5, 31.0, 2
31.0, 40.5, 2
47.5, 57.0, 0
57.0, 66.5, 0
66.5, 76.0, 0
83.0, 92.5, 3
92.5, 102.0, 3
102.0, 111.5, 3
118.5, 128.0, 3
128.0, 137.5, 3
137.5, 147.0, 3
154.0, 163.5, 2
163.5, 173.0, 2
173.0, 182.5, 2
189.5, 199.0, 1
199.0, 208.5, 1
208.5, 218.0, 1
225.0, 234.5, 0
234.5, 244.0, 0
244.0, 253.5, 0
260.5, 270.0, 1
270.0, 279.5, 1
279.5, 289.0, 1
296.0, 305.5, 2
305.5, 315.0, 2
315.0, 324.5, 2
331.5, 341.0, 1
341.0, 350.5, 1
350.5, 360.0, 1
367.0, 376.5, 1
376.5, 386.0, 1
386.0, 395.5, 1
402.5, 412.0, 2
412.0, 421.5, 2
421.5, 431.0, 2
438.0, 447.5, 0
447.5, 457.0, 0
457.0, 466.5, 0
473.5, 483.0, 1
483.0, 492.5, 1
492.5, 502.0, 1
509.0, 518.5, 2
518.5, 528.0, 2
528.0, 537.5, 2
544.5, 554.0, 1
554.0, 563.5, 1
563.5, 573.0, 1
580.0, 589.5, 0
589.5, 599.0, 0
599.0, 608.5, 0
615.5, 625.0, 2
625.0, 634.5, 2
634.5, 644.0, 2
651.0, 660.5, 3
660.5, 670.0, 3
670.0, 679.5, 3
686.5, 696.0, 1
696.0, 705.5, 1
705.5, 715.0, 1
722.0, 731.5, 0
731.5, 741.0, 0
741.0, 750.5, 0
757.5, 767.0, 3
767.0, 776.5, 3
776.5, 786.0, 3
793.0, 802.5, 3
802.5, 812.0, 3
812.0, 821.5, 3
828.5, 838.0, 0
838.0, 847.5, 0
847.5, 857.0, 0
864.0, 873.5, 2
873.5, 883.0, 2
883.0, 892.5, 2
899.5, 909.0, 0
909.0, 918.5, 0
918.5, 928.0, 0
935.0, 944.5, 3
944.5, 954.0, 3
954.0, 963.5, 3
970.5, 980.0, 2
980.0, 989.5, 2
989.5, 999.0, 2
1006.0, 1015.5, 1
1015.5, 1025.0, 1
1025.0, 1034.5, 1
1041.5, 1051.0, 3
1051.0, 1060.5, 3
1060.5, 1070.0, 3
1077.0, 1086.5, 0
1086.5, 1096.0, 0
1096.0, 1105.5, 0
1112.5, 1122.0, 3
1122.0, 1131.5, 3
1131.5, 1141.0, 3
